"HelpUri","ResolvedCommandName","DisplayName","ReferencedCommand","ResolvedCommand","Definition","Options","Description","OutputType","Name","CommandType","Source","Version","Visibility","ModuleName","Module","RemotingCapability","Parameters","ParameterSets"
"",,"Get-AzApplicationGatewayAvailableSslOptions",,,,"None","",,"Get-AzApplicationGatewayAvailableSslOptions","Alias","Az.Network","4.15.0","Public","Az.Network","Az.Network","PowerShell",,
"",,"Get-AzApplicationGatewayAvailableSslOptions",,,,"None","",,"Get-AzApplicationGatewayAvailableSslOptions","Alias","Az.Network","4.10.0","Public","Az.Network","Az.Network","PowerShell",,
"",,"Get-AzApplicationGatewayAvailableWafRuleSets",,,,"None","",,"Get-AzApplicationGatewayAvailableWafRuleSets","Alias","Az.Network","4.15.0","Public","Az.Network","Az.Network","PowerShell",,
"",,"Get-AzApplicationGatewayAvailableWafRuleSets",,,,"None","",,"Get-AzApplicationGatewayAvailableWafRuleSets","Alias","Az.Network","4.10.0","Public","Az.Network","Az.Network","PowerShell",,
"",,"Get-AzApplicationGatewayBackendHttpSettings",,,,"None","",,"Get-AzApplicationGatewayBackendHttpSettings","Alias","Az.Network","4.15.0","Public","Az.Network","Az.Network","PowerShell",,
"",,"Get-AzApplicationGatewayBackendHttpSettings",,,,"None","",,"Get-AzApplicationGatewayBackendHttpSettings","Alias","Az.Network","4.10.0","Public","Az.Network","Az.Network","PowerShell",,
"",,"Get-AzAs",,,,"None","",,"Get-AzAs","Alias","Az.AnalysisServices","1.1.4","Public","Az.AnalysisServices","Az.AnalysisServices","PowerShell",,
"",,"Get-AzBatchAccountKeys",,,,"None","",,"Get-AzBatchAccountKeys","Alias","Az.Batch","3.1.1","Public","Az.Batch","Az.Batch","PowerShell",,
"",,"Get-AzBatchAccountKeys",,,,"None","",,"Get-AzBatchAccountKeys","Alias","Az.Batch","3.1.0","Public","Az.Batch","Az.Batch","PowerShell",,
"",,"Get-AzBatchJobStatistics",,,,"None","",,"Get-AzBatchJobStatistics","Alias","Az.Batch","3.1.1","Public","Az.Batch","Az.Batch","PowerShell",,
"",,"Get-AzBatchJobStatistics",,,,"None","",,"Get-AzBatchJobStatistics","Alias","Az.Batch","3.1.0","Public","Az.Batch","Az.Batch","PowerShell",,
"",,"Get-AzBatchLocationQuotas",,,,"None","",,"Get-AzBatchLocationQuotas","Alias","Az.Batch","3.1.1","Public","Az.Batch","Az.Batch","PowerShell",,
"",,"Get-AzBatchLocationQuotas",,,,"None","",,"Get-AzBatchLocationQuotas","Alias","Az.Batch","3.1.0","Public","Az.Batch","Az.Batch","PowerShell",,
"",,"Get-AzBatchPoolNodeCounts",,,,"None","",,"Get-AzBatchPoolNodeCounts","Alias","Az.Batch","3.1.1","Public","Az.Batch","Az.Batch","PowerShell",,
"",,"Get-AzBatchPoolNodeCounts",,,,"None","",,"Get-AzBatchPoolNodeCounts","Alias","Az.Batch","3.1.0","Public","Az.Batch","Az.Batch","PowerShell",,
"",,"Get-AzBatchPoolStatistics",,,,"None","",,"Get-AzBatchPoolStatistics","Alias","Az.Batch","3.1.1","Public","Az.Batch","Az.Batch","PowerShell",,
"",,"Get-AzBatchPoolStatistics",,,,"None","",,"Get-AzBatchPoolStatistics","Alias","Az.Batch","3.1.0","Public","Az.Batch","Az.Batch","PowerShell",,
"",,"Get-AzBatchPoolUsageMetrics",,,,"None","",,"Get-AzBatchPoolUsageMetrics","Alias","Az.Batch","3.1.1","Public","Az.Batch","Az.Batch","PowerShell",,
"",,"Get-AzBatchPoolUsageMetrics",,,,"None","",,"Get-AzBatchPoolUsageMetrics","Alias","Az.Batch","3.1.0","Public","Az.Batch","Az.Batch","PowerShell",,
"",,"Get-AzBatchRemoteLoginSettings",,,,"None","",,"Get-AzBatchRemoteLoginSettings","Alias","Az.Batch","3.1.1","Public","Az.Batch","Az.Batch","PowerShell",,
"",,"Get-AzBatchRemoteLoginSettings",,,,"None","",,"Get-AzBatchRemoteLoginSettings","Alias","Az.Batch","3.1.0","Public","Az.Batch","Az.Batch","PowerShell",,
"",,"Get-AzBatchSubscriptionQuotas",,,,"None","",,"Get-AzBatchSubscriptionQuotas","Alias","Az.Batch","3.1.1","Public","Az.Batch","Az.Batch","PowerShell",,
"",,"Get-AzBatchSubscriptionQuotas",,,,"None","",,"Get-AzBatchSubscriptionQuotas","Alias","Az.Batch","3.1.0","Public","Az.Batch","Az.Batch","PowerShell",,
"",,"Get-AzBatchTaskCounts",,,,"None","",,"Get-AzBatchTaskCounts","Alias","Az.Batch","3.1.1","Public","Az.Batch","Az.Batch","PowerShell",,
"",,"Get-AzBatchTaskCounts",,,,"None","",,"Get-AzBatchTaskCounts","Alias","Az.Batch","3.1.0","Public","Az.Batch","Az.Batch","PowerShell",,
"",,"Get-AzCdnEdgeNodes",,,,"None","",,"Get-AzCdnEdgeNodes","Alias","Az.Cdn","1.8.1","Public","Az.Cdn","Az.Cdn","PowerShell",,
"",,"Get-AzCdnEdgeNodes",,,,"None","",,"Get-AzCdnEdgeNodes","Alias","Az.Cdn","1.7.1","Public","Az.Cdn","Az.Cdn","PowerShell",,
"",,"Get-AzCognitiveServicesAccountSkus",,,,"None","",,"Get-AzCognitiveServicesAccountSkus","Alias","Az.CognitiveServices","1.10.0","Public","Az.CognitiveServices","Az.CognitiveServices","PowerShell",,
"",,"Get-AzCognitiveServicesAccountSkus",,,,"None","",,"Get-AzCognitiveServicesAccountSkus","Alias","Az.CognitiveServices","1.8.0","Public","Az.CognitiveServices","Az.CognitiveServices","PowerShell",,
"",,"Get-AzContainerGroupOutboundNetworkDependencyEndpoint",,,,"None","",,"Get-AzContainerGroupOutboundNetworkDependencyEndpoint","Alias","Az.ContainerInstance","3.0.1","Public","Az.ContainerInstance","Az.ContainerInstance","PowerShell",,
"",,"Get-AzDatalakeGen2FileSystem",,,,"None","",,"Get-AzDatalakeGen2FileSystem","Alias","Az.Storage","4.3.0","Public","Az.Storage","Az.Storage","PowerShell",,
"",,"Get-AzDatalakeGen2FileSystem",,,,"None","",,"Get-AzDatalakeGen2FileSystem","Alias","Az.Storage","3.9.0","Public","Az.Storage","Az.Storage","PowerShell",,
"",,"Get-AzDomain",,,,"None","",,"Get-AzDomain","Alias","Az.Accounts","2.7.3","Public","Az.Accounts","Az.Accounts","PowerShell",,
"",,"Get-AzDomain",,,,"None","",,"Get-AzDomain","Alias","Az.Accounts","2.5.1","Public","Az.Accounts","Az.Accounts","PowerShell",,
"",,"Get-AzExpressRouteCircuitStats",,,,"None","",,"Get-AzExpressRouteCircuitStats","Alias","Az.Network","4.15.0","Public","Az.Network","Az.Network","PowerShell",,
"",,"Get-AzExpressRouteCircuitStats",,,,"None","",,"Get-AzExpressRouteCircuitStats","Alias","Az.Network","4.10.0","Public","Az.Network","Az.Network","PowerShell",,
"",,"Get-AzInterfaceEndpoint",,,,"None","",,"Get-AzInterfaceEndpoint","Alias","Az.Network","4.15.0","Public","Az.Network","Az.Network","PowerShell",,
"",,"Get-AzInterfaceEndpoint",,,,"None","",,"Get-AzInterfaceEndpoint","Alias","Az.Network","4.10.0","Public","Az.Network","Az.Network","PowerShell",,
"",,"Get-AzIotHubCVC",,,,"None","",,"Get-AzIotHubCVC","Alias","Az.IotHub","2.7.4","Public","Az.IotHub","Az.IotHub","PowerShell",,
"",,"Get-AzIotHubCVC",,,,"None","",,"Get-AzIotHubCVC","Alias","Az.IotHub","2.7.3","Public","Az.IotHub","Az.IotHub","PowerShell",,
"",,"Get-AzIotHubDCL",,,,"None","",,"Get-AzIotHubDCL","Alias","Az.IotHub","2.7.4","Public","Az.IotHub","Az.IotHub","PowerShell",,
"",,"Get-AzIotHubDCL",,,,"None","",,"Get-AzIotHubDCL","Alias","Az.IotHub","2.7.3","Public","Az.IotHub","Az.IotHub","PowerShell",,
"",,"Get-AzIotHubDCS",,,,"None","",,"Get-AzIotHubDCS","Alias","Az.IotHub","2.7.4","Public","Az.IotHub","Az.IotHub","PowerShell",,
"",,"Get-AzIotHubDCS",,,,"None","",,"Get-AzIotHubDCS","Alias","Az.IotHub","2.7.3","Public","Az.IotHub","Az.IotHub","PowerShell",,
"",,"Get-AzIotHubEHCG",,,,"None","",,"Get-AzIotHubEHCG","Alias","Az.IotHub","2.7.4","Public","Az.IotHub","Az.IotHub","PowerShell",,
"",,"Get-AzIotHubEHCG",,,,"None","",,"Get-AzIotHubEHCG","Alias","Az.IotHub","2.7.3","Public","Az.IotHub","Az.IotHub","PowerShell",,
"",,"Get-AzIotHubMCS",,,,"None","",,"Get-AzIotHubMCS","Alias","Az.IotHub","2.7.4","Public","Az.IotHub","Az.IotHub","PowerShell",,
"",,"Get-AzIotHubMCS",,,,"None","",,"Get-AzIotHubMCS","Alias","Az.IotHub","2.7.3","Public","Az.IotHub","Az.IotHub","PowerShell",,
"",,"Get-AzIotHubMsgEnrich",,,,"None","",,"Get-AzIotHubMsgEnrich","Alias","Az.IotHub","2.7.4","Public","Az.IotHub","Az.IotHub","PowerShell",,
"",,"Get-AzIotHubMsgEnrich",,,,"None","",,"Get-AzIotHubMsgEnrich","Alias","Az.IotHub","2.7.3","Public","Az.IotHub","Az.IotHub","PowerShell",,
"",,"Get-AzIotHubTracing",,,,"None","",,"Get-AzIotHubTracing","Alias","Az.IotHub","2.7.4","Public","Az.IotHub","Az.IotHub","PowerShell",,
"",,"Get-AzIotHubTracing",,,,"None","",,"Get-AzIotHubTracing","Alias","Az.IotHub","2.7.3","Public","Az.IotHub","Az.IotHub","PowerShell",,
"",,"Get-AzLog",,,,"None","",,"Get-AzLog","Alias","Az.Monitor","3.0.1","Public","Az.Monitor","Az.Monitor","PowerShell",,
"",,"Get-AzLog",,,,"None","",,"Get-AzLog","Alias","Az.Monitor","2.6.0","Public","Az.Monitor","Az.Monitor","PowerShell",,
"",,"Get-AzMediaServiceKeys",,,,"None","",,"Get-AzMediaServiceKeys","Alias","Az.Media","1.1.1","Public","Az.Media","Az.Media","PowerShell",,
"",,"Get-AzMlWebServiceKeys",,,,"None","",,"Get-AzMlWebServiceKeys","Alias","Az.MachineLearning","1.1.3","Public","Az.MachineLearning","Az.MachineLearning","PowerShell",,
"",,"Get-AzNotificationHubAuthorizationRules",,,,"None","",,"Get-AzNotificationHubAuthorizationRules","Alias","Az.NotificationHubs","1.1.1","Public","Az.NotificationHubs","Az.NotificationHubs","PowerShell",,
"",,"Get-AzNotificationHubListKeys",,,,"None","",,"Get-AzNotificationHubListKeys","Alias","Az.NotificationHubs","1.1.1","Public","Az.NotificationHubs","Az.NotificationHubs","PowerShell",,
"",,"Get-AzNotificationHubPNSCredentials",,,,"None","",,"Get-AzNotificationHubPNSCredentials","Alias","Az.NotificationHubs","1.1.1","Public","Az.NotificationHubs","Az.NotificationHubs","PowerShell",,
"",,"Get-AzNotificationHubsNamespaceAuthorizationRules",,,,"None","",,"Get-AzNotificationHubsNamespaceAuthorizationRules","Alias","Az.NotificationHubs","1.1.1","Public","Az.NotificationHubs","Az.NotificationHubs","PowerShell",,
"",,"Get-AzNotificationHubsNamespaceListKeys",,,,"None","",,"Get-AzNotificationHubsNamespaceListKeys","Alias","Az.NotificationHubs","1.1.1","Public","Az.NotificationHubs","Az.NotificationHubs","PowerShell",,
"",,"Get-AzOperationalInsightsIntelligencePacks",,,,"None","",,"Get-AzOperationalInsightsIntelligencePacks","Alias","Az.OperationalInsights","3.0.1","Public","Az.OperationalInsights","Az.OperationalInsights","PowerShell",,
"",,"Get-AzOperationalInsightsIntelligencePacks",,,,"None","",,"Get-AzOperationalInsightsIntelligencePacks","Alias","Az.OperationalInsights","2.3.0","Public","Az.OperationalInsights","Az.OperationalInsights","PowerShell",,
"",,"Get-AzOperationalInsightsWorkspaceManagementGroups",,,,"None","",,"Get-AzOperationalInsightsWorkspaceManagementGroups","Alias","Az.OperationalInsights","3.0.1","Public","Az.OperationalInsights","Az.OperationalInsights","PowerShell",,
"",,"Get-AzOperationalInsightsWorkspaceManagementGroups",,,,"None","",,"Get-AzOperationalInsightsWorkspaceManagementGroups","Alias","Az.OperationalInsights","2.3.0","Public","Az.OperationalInsights","Az.OperationalInsights","PowerShell",,
"",,"Get-AzOperationalInsightsWorkspaceSharedKeys",,,,"None","",,"Get-AzOperationalInsightsWorkspaceSharedKeys","Alias","Az.OperationalInsights","3.0.1","Public","Az.OperationalInsights","Az.OperationalInsights","PowerShell",,
"",,"Get-AzOperationalInsightsWorkspaceSharedKeys",,,,"None","",,"Get-AzOperationalInsightsWorkspaceSharedKeys","Alias","Az.OperationalInsights","2.3.0","Public","Az.OperationalInsights","Az.OperationalInsights","PowerShell",,
"",,"Get-AzPowerBIWorkspaceCollectionAccessKeys",,,,"None","",,"Get-AzPowerBIWorkspaceCollectionAccessKeys","Alias","Az.PowerBIEmbedded","1.1.2","Public","Az.PowerBIEmbedded","Az.PowerBIEmbedded","PowerShell",,
"",,"Get-AzRecoveryServicesAsrNotificationSetting",,,,"None","",,"Get-AzRecoveryServicesAsrNotificationSetting","Alias","Az.RecoveryServices","5.2.0","Public","Az.RecoveryServices","Az.RecoveryServices","PowerShell",,
"",,"Get-AzRecoveryServicesAsrNotificationSetting",,,,"None","",,"Get-AzRecoveryServicesAsrNotificationSetting","Alias","Az.RecoveryServices","4.3.0","Public","Az.RecoveryServices","Az.RecoveryServices","PowerShell",,
"",,"Get-AzRecoveryServicesAsrVaultSettings",,,,"None","",,"Get-AzRecoveryServicesAsrVaultSettings","Alias","Az.RecoveryServices","5.2.0","Public","Az.RecoveryServices","Az.RecoveryServices","PowerShell",,
"",,"Get-AzRecoveryServicesAsrVaultSettings",,,,"None","",,"Get-AzRecoveryServicesAsrVaultSettings","Alias","Az.RecoveryServices","4.3.0","Public","Az.RecoveryServices","Az.RecoveryServices","PowerShell",,
"",,"Get-AzRecoveryServicesBackupProperties",,,,"None","",,"Get-AzRecoveryServicesBackupProperties","Alias","Az.RecoveryServices","5.2.0","Public","Az.RecoveryServices","Az.RecoveryServices","PowerShell",,
"",,"Get-AzRecoveryServicesBackupProperties",,,,"None","",,"Get-AzRecoveryServicesBackupProperties","Alias","Az.RecoveryServices","4.3.0","Public","Az.RecoveryServices","Az.RecoveryServices","PowerShell",,
"",,"Get-AzRedisEnterpriseCacheAccessKey",,,,"None","",,"Get-AzRedisEnterpriseCacheAccessKey","Alias","Az.RedisEnterpriseCache","1.0.0","Public","Az.RedisEnterpriseCache","Az.RedisEnterpriseCache","PowerShell",,
"",,"Get-AzRedisEnterpriseCacheDatabaseKey",,,,"None","",,"Get-AzRedisEnterpriseCacheDatabaseKey","Alias","Az.RedisEnterpriseCache","1.0.0","Public","Az.RedisEnterpriseCache","Az.RedisEnterpriseCache","PowerShell",,
"",,"Get-AzRegulatoryComplainceAssessment",,,,"None","",,"Get-AzRegulatoryComplainceAssessment","Alias","Az.Security","1.1.1","Public","Az.Security","Az.Security","PowerShell",,
"",,"Get-AzRegulatoryComplainceAssessment",,,,"None","",,"Get-AzRegulatoryComplainceAssessment","Alias","Az.Security","1.0.0","Public","Az.Security","Az.Security","PowerShell",,
"",,"Get-AzResourceProviderAction",,,,"None","",,"Get-AzResourceProviderAction","Alias","Az.Resources","5.4.0","Public","Az.Resources","Az.Resources","PowerShell",,
"",,"Get-AzResourceProviderAction",,,,"None","",,"Get-AzResourceProviderAction","Alias","Az.Resources","4.2.0","Public","Az.Resources","Az.Resources","PowerShell",,
"",,"Get-AzSqlDatabaseLongTermRetentionPolicy",,,,"None","",,"Get-AzSqlDatabaseLongTermRetentionPolicy","Alias","Az.Sql","3.7.1","Public","Az.Sql","Az.Sql","PowerShell",,
"",,"Get-AzSqlDatabaseLongTermRetentionPolicy",,,,"None","",,"Get-AzSqlDatabaseLongTermRetentionPolicy","Alias","Az.Sql","3.4.0","Public","Az.Sql","Az.Sql","PowerShell",,
"",,"Get-AzSqlDatabaseServerAuditingPolicy",,,,"None","",,"Get-AzSqlDatabaseServerAuditingPolicy","Alias","Az.Sql","3.7.1","Public","Az.Sql","Az.Sql","PowerShell",,
"",,"Get-AzSqlDatabaseServerAuditingPolicy",,,,"None","",,"Get-AzSqlDatabaseServerAuditingPolicy","Alias","Az.Sql","3.4.0","Public","Az.Sql","Az.Sql","PowerShell",,
"",,"Get-AzSqlDatabaseThreatDetectionSetting",,,,"None","",,"Get-AzSqlDatabaseThreatDetectionSetting","Alias","Az.Sql","3.7.1","Public","Az.Sql","Az.Sql","PowerShell",,
"",,"Get-AzSqlDatabaseThreatDetectionSetting",,,,"None","",,"Get-AzSqlDatabaseThreatDetectionSetting","Alias","Az.Sql","3.4.0","Public","Az.Sql","Az.Sql","PowerShell",,
"",,"Get-AzSqlDatabaseVulnerabilityAssessmentSetting",,,,"None","",,"Get-AzSqlDatabaseVulnerabilityAssessmentSetting","Alias","Az.Sql","3.7.1","Public","Az.Sql","Az.Sql","PowerShell",,
"",,"Get-AzSqlDatabaseVulnerabilityAssessmentSetting",,,,"None","",,"Get-AzSqlDatabaseVulnerabilityAssessmentSetting","Alias","Az.Sql","3.4.0","Public","Az.Sql","Az.Sql","PowerShell",,
"",,"Get-AzSqlInstanceDatabaseVulnerabilityAssessmentSetting",,,,"None","",,"Get-AzSqlInstanceDatabaseVulnerabilityAssessmentSetting","Alias","Az.Sql","3.7.1","Public","Az.Sql","Az.Sql","PowerShell",,
"",,"Get-AzSqlInstanceDatabaseVulnerabilityAssessmentSetting",,,,"None","",,"Get-AzSqlInstanceDatabaseVulnerabilityAssessmentSetting","Alias","Az.Sql","3.4.0","Public","Az.Sql","Az.Sql","PowerShell",,
"",,"Get-AzSqlInstanceTDEProtector",,,,"None","",,"Get-AzSqlInstanceTDEProtector","Alias","Az.Sql","3.7.1","Public","Az.Sql","Az.Sql","PowerShell",,
"",,"Get-AzSqlInstanceTDEProtector",,,,"None","",,"Get-AzSqlInstanceTDEProtector","Alias","Az.Sql","3.4.0","Public","Az.Sql","Az.Sql","PowerShell",,
"",,"Get-AzSqlServerAdvancedThreatProtectionSetting",,,,"None","",,"Get-AzSqlServerAdvancedThreatProtectionSetting","Alias","Az.Sql","3.7.1","Public","Az.Sql","Az.Sql","PowerShell",,
"",,"Get-AzSqlServerAdvancedThreatProtectionSetting",,,,"None","",,"Get-AzSqlServerAdvancedThreatProtectionSetting","Alias","Az.Sql","3.4.0","Public","Az.Sql","Az.Sql","PowerShell",,
"",,"Get-AzSqlServerThreatDetectionSetting",,,,"None","",,"Get-AzSqlServerThreatDetectionSetting","Alias","Az.Sql","3.7.1","Public","Az.Sql","Az.Sql","PowerShell",,
"",,"Get-AzSqlServerThreatDetectionSetting",,,,"None","",,"Get-AzSqlServerThreatDetectionSetting","Alias","Az.Sql","3.4.0","Public","Az.Sql","Az.Sql","PowerShell",,
"",,"Get-AzStorageContainerAcl",,,,"None","",,"Get-AzStorageContainerAcl","Alias","Az.Storage","4.3.0","Public","Az.Storage","Az.Storage","PowerShell",,
"",,"Get-AzStorageContainerAcl",,,,"None","",,"Get-AzStorageContainerAcl","Alias","Az.Storage","3.9.0","Public","Az.Storage","Az.Storage","PowerShell",,
"",,"Get-AzSubscriptionDeployment",,,,"None","",,"Get-AzSubscriptionDeployment","Alias","Az.Resources","5.4.0","Public","Az.Resources","Az.Resources","PowerShell",,
"",,"Get-AzSubscriptionDeployment",,,,"None","",,"Get-AzSubscriptionDeployment","Alias","Az.Resources","4.2.0","Public","Az.Resources","Az.Resources","PowerShell",,
"",,"Get-AzSubscriptionDeploymentOperation",,,,"None","",,"Get-AzSubscriptionDeploymentOperation","Alias","Az.Resources","5.4.0","Public","Az.Resources","Az.Resources","PowerShell",,
"",,"Get-AzSubscriptionDeploymentOperation",,,,"None","",,"Get-AzSubscriptionDeploymentOperation","Alias","Az.Resources","4.2.0","Public","Az.Resources","Az.Resources","PowerShell",,
"",,"Get-AzSubscriptionDeploymentWhatIfResult",,,,"None","",,"Get-AzSubscriptionDeploymentWhatIfResult","Alias","Az.Resources","5.4.0","Public","Az.Resources","Az.Resources","PowerShell",,
"",,"Get-AzSubscriptionDeploymentWhatIfResult",,,,"None","",,"Get-AzSubscriptionDeploymentWhatIfResult","Alias","Az.Resources","4.2.0","Public","Az.Resources","Az.Resources","PowerShell",,
"",,"Get-AzSynapseSqlAudit",,,,"None","",,"Get-AzSynapseSqlAudit","Alias","Az.Synapse","1.1.0","Public","Az.Synapse","Az.Synapse","PowerShell",,
"",,"Get-AzSynapseSqlPoolAudit",,,,"None","",,"Get-AzSynapseSqlPoolAudit","Alias","Az.Synapse","1.1.0","Public","Az.Synapse","Az.Synapse","PowerShell",,
"",,"Get-AzVmssDiskEncryptionStatus",,,,"None","",,"Get-AzVmssDiskEncryptionStatus","Alias","Az.Compute","4.24.0","Public","Az.Compute","Az.Compute","PowerShell",,
"",,"Get-AzVmssDiskEncryptionStatus",,,,"None","",,"Get-AzVmssDiskEncryptionStatus","Alias","Az.Compute","4.15.0","Public","Az.Compute","Az.Compute","PowerShell",,
"",,"Get-AzVmssVMDiskEncryptionStatus",,,,"None","",,"Get-AzVmssVMDiskEncryptionStatus","Alias","Az.Compute","4.24.0","Public","Az.Compute","Az.Compute","PowerShell",,
"",,"Get-AzVmssVMDiskEncryptionStatus",,,,"None","",,"Get-AzVmssVMDiskEncryptionStatus","Alias","Az.Compute","4.15.0","Public","Az.Compute","Az.Compute","PowerShell",,
"",,"Get-DiskSNV",,,,"None","",,"Get-DiskSNV","Alias","Storage","2.0.0.0","Public","Storage","Storage","PowerShell",,
"",,"Get-DiskSNV",,,,"None","",,"Get-DiskSNV","Alias","VMDirectStorage","1.0.0.0","Public","VMDirectStorage","VMDirectStorage","PowerShell",,
"",,"Get-LabPostInstallationActivity",,,,"None","",,"Get-LabPostInstallationActivity","Alias","AutomatedLabDefinition","5.44.0","Public","AutomatedLabDefinition","AutomatedLabDefinition","PowerShell",,
"",,"Get-LabPostInstallationActivity",,,,"None","",,"Get-LabPostInstallationActivity","Alias","AutomatedLabDefinition","5.41.0","Public","AutomatedLabDefinition","AutomatedLabDefinition","PowerShell",,
"",,"Get-LabPostInstallationActivity",,,,"None","",,"Get-LabPostInstallationActivity","Alias","AutomatedLabDefinition","5.44.0","Public","AutomatedLabDefinition","AutomatedLabDefinition","PowerShell",,
"",,"Get-LabPostInstallationActivity",,,,"None","",,"Get-LabPostInstallationActivity","Alias","AutomatedLabDefinition","5.44.0","Public","AutomatedLabDefinition","AutomatedLabDefinition","PowerShell",,
"",,"Get-LastResult",,,,"None","",,"Get-LastResult","Alias","PSFramework","1.7.237","Public","PSFramework","PSFramework","PowerShell",,
"",,"Get-LastResult",,,,"None","",,"Get-LastResult","Alias","PSFramework","1.6.214","Public","PSFramework","PSFramework","PowerShell",,
"",,"Get-LastResult",,,,"None","",,"Get-LastResult","Alias","PSFramework","1.1.59","Public","PSFramework","PSFramework","PowerShell",,
"",,"Get-PhysicalDiskSNV",,,,"None","",,"Get-PhysicalDiskSNV","Alias","Storage","2.0.0.0","Public","Storage","Storage","PowerShell",,
"",,"Get-PhysicalDiskSNV",,,,"None","",,"Get-PhysicalDiskSNV","Alias","VMDirectStorage","1.0.0.0","Public","VMDirectStorage","VMDirectStorage","PowerShell",,
